"","potID","fullPotID","hostVar","bacteria","Fusarium","microTrt","control","block","bench","ID","Notes","Sample_ID","Ambient.Humidity","Ambient.Pressure","Ambient.Temperature","ECS_tau","ECSt.mAU","FmPrime","FoPrime","Fs","FvP_over_FmP","gH.","kP700","leaf.angle","Leaf.Temperature","Leaf.Temperature.Differential","leaf_thickness","LEF","Light.Intensity..PAR.","NPQt","P700_DIRK_ampl","Phi2","PhiNO","PhiNPQ","PS1.Active.Centers","PS1.Open.Centers","PS1.Over.Reduced.Centers","PS1.Oxidized.Centers","pump","qL","SPAD","test_data_raw_PAM","time","Time.of.Day","tP700","v_initial_P700","vH.","User","Device.ID","Issues","Notes_postMeasure","plant_rep","Day","leafvpd","aVPD","lVPD"
"86","36","A36-Y108-F+","Alsen","Y108","YES","Y108","NO","2","2","2192933","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","36-2",36.77637,995.8714,30.08,0.0075,0.00043,779.86,147,225,0.812,133.933,-176.619,4.86,25.71,-4.37,0.37,103.81,324.471,0.134,-4e-05,0.711,0.255,0.034,6.605,0.516,0.472,0.012,"none",0.573,63.129,620,"7/28/2021 13:39",13.66333333,-0.0057,0.0070648,0.058,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1726.72578859823,2675.24745718935,1726.72578859823
"87","36","A36-Y108-F+","Alsen","Y108","YES","Y108","NO","2","2","2192917","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","36-3",36.80371,995.8421,30.11,0.0097,0.00049,722.35,135,213.33,0.813,103.098,91.3638,3.608,25.63,-4.48,0.43,97.37,306.931,0.122,0.00033,0.705,0.263,0.032,3.532,0.702,0.339,-0.041,"none",0.548,48.132,620,"7/28/2021 13:43",13.71972222,0.0109,0.0301501,0.051,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1707.4232933029,2678.67752038855,1707.4232933029
"88","37","N37-W14-F+","Norm","W14","YES","W14","NO","3","2","2196372"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","37-1",46.4082,993.19861,26.37,0.0077,3e-04,892.91,187,296,0.791,129.041,76.8666,2.123,24.47,-1.9,0.39,93.49,310.551,0.293,0.00025,0.669,0.256,0.075,6.731,0.546,0.527,-0.074,"none",0.534,84.695,620,"7/29/2021 10:33",10.56611111,0.013,0.0192167,0.039,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1466.15664288414,1829.08949908774,1466.15664288414
"89","37","N37-W14-F+","Norm","W14","YES","W14","NO","3","2","2196370"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","37-2",45.96777,993.57642,26.88,0.008,0.00032,806.8,148,232.33,0.817,125.459,129.5564,2.977,25.15,-1.73,0.58,103.91,324.299,0.096,0.00016,0.712,0.263,0.025,4.572,0.742,0.29,-0.032,"none",0.555,64.987,620,"7/29/2021 10:38",10.63388889,0.0077,0.020729,0.04,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1559.38563669904,1900.10039334618,1559.38563669904
"90","37","N37-W14-F+","Norm","W14","YES","W14","NO","3","2","2196366"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","37-3",44.26367,993.64752,27.43,0.007,0.00033,817.61,162,270,0.802,143.513,178.5662,6.737,25.87,-1.56,0.46,88.51,293.551,0.206,2e-04,0.67,0.274,0.056,5.355,0.597,0.463,-0.059,"none",0.501,71.43,620,"7/29/2021 10:42",10.70583333,0.0056,0.0357132,0.047,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1706.63470008188,2024.00597983998,1706.63470008188
"91","38","N38-B-/-F-","Norm","NO","NO","NEG","NEG","3","2","2196375"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","38-1",42.51758,993.51202,28.86,0.0063,0.00035,832.45,181,269.33,0.783,159.809,229.8575,2.31,27.07,-1.79,0.45,92.21,303.117,0.356,0.00021,0.676,0.239,0.085,6.033,0.642,0.498,-0.14,"none",0.581,92.505,620,"7/29/2021 10:52",10.86722222,0.0044,0.0482701,0.056,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1878.47442144865,2267.82247975278,1878.47442144865
"92","38","N38-B-/-F-","Norm","NO","NO","NEG","NEG","3","2","2196364"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","38-3",40.90918,993.46466,29.33,0.0073,0.00036,809.22,172,258.67,0.787,136.167,-947.9728,2.977,27.29,-2.04,0.28,91.6,299.361,0.317,0.00013,0.68,0.243,0.077,3.299,0.715,0.333,-0.049,"none",0.575,65.408,620,"7/29/2021 10:56",10.93555556,-0.0011,-0.1232365,0.049,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1943.64635951357,2395.20334031692,1943.64635951357
"93","38","N38-B-/-F-","Norm","NO","NO","NEG","NEG","3","2","2196373"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","38-4",40.2627,993.46094,29.5,0.0045,3e-04,784.36,157,210,0.8,222.968,-1329.0983,4.896,26.67,-2.83,0.33,103.52,314.283,0.221,-0.00011,0.732,0.219,0.049,5.402,0.707,0.374,-0.081,"none",0.684,72.8,620,"7/29/2021 10:58",10.97722222,-8e-04,0.1462008,0.067,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-29,1825.59063886131,2445.15960650375,1825.59063886131
"94","39","N39-Y2-F+","Norm","Y2","YES","Y2","NO","3","2","2196361"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","39-1",39.53613,992.8363,29.97,0.0113,0.00041,720.25,159,250.67,0.779,88.737,160.5953,1.644,26.67,-3.3,0.42,91.89,313.176,0.382,0.00031,0.652,0.252,0.096,5.707,0.428,0.605,-0.033,"none",0.531,69.864,620,"7/29/2021 11:02",11.04888889,0.0062,0.0497845,0.036,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1811.17026014599,2542.43516272244,1811.17026014599
"95","39","N39-Y2-F+","Norm","Y2","YES","Y2","NO","3","2","2196374"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","39-2",39.38672,992.70972,30.3,0.0092,4e-04,721.96,149,240.67,0.794,108.475,230.4976,1.433,27.29,-3.01,0.32,92.39,307.804,0.269,0.00024,0.667,0.263,0.071,5.85,0.472,0.529,0,"none",0.52,72.399,620,"7/29/2021 11:06",11.11111111,0.0043,0.0553194,0.043,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1914.19518458285,2597.20830567928,1914.19518458285
"96","39","N39-Y2-F+","Norm","Y2","YES","Y2","NO","3","2","2196367"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","39-3",38.00879,992.80109,30.65,0.0126,0.00042,778.99,159,242,0.796,79.611,54.6192,1.305,27.35,-3.3,0.34,88.75,286.241,0.252,0.00023,0.689,0.248,0.062,5.703,0.624,0.473,-0.097,"none",0.569,75.593,620,"7/29/2021 11:09",11.16277778,0.0183,0.0125624,0.033,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1953.06711086435,2709.74408561911,1953.06711086435
"97","4","A04-A30-F+","Alsen","A30","YES","A30","NO","1","1","2189259"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","4-3",32.9502,997.37872,32.69,0.0076,0.00052,753.5,148,215.67,0.804,131.819,92.1398,3.791,28.93,-3.76,0.29,106.14,330.352,0.193,0.00029,0.714,0.24,0.046,3.49,0.314,0.562,0.123,"none",0.61,46.588,620,"7/27/2021 11:05",11.09638889,0.0109,0.0267205,0.069,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-27,2345.04651694514,3288.67604540715,2345.04651694514
"98","4","A04-A30-F+","Alsen","A30","YES","A30","NO","1","1","2189258","one leaf;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","4-2",33.63379,997.40118,32.59,0.0042,0.00025,657.92,122,173.33,0.815,237.097,0,2.547,28.85,-3.74,0.42,84.98,256.242,0.111,55.78021,0.737,0.237,0.026,1.921,1.41,-0.416,0.005,"none",0.636,37.33,620,"7/27/2021 11:01",11.02944444,6251795.316,0,0.059,"Briana K. Whitaker","52:00:13:65",NA,"likely4.2 (mistakenly typed as 5.2,)' measurement looks wonky - PAR lower and gH+, tP700, kP700, v_initial_p700 are off","2",2021-07-27,2302.51451766482,3236.94976304086,2302.51451766482
"99","4","A04-A30-F+","Alsen","A30","YES","A30","NO","1","1","2189257"," two leaves;   youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","4-1",33.98242,997.30627,32.31,0.0054,0.00039,674.4,136,209,0.798,185.96,344.4018,1.864,28.81,-3.5,0.29,111.16,358.001,0.233,0.00024,0.69,0.251,0.058,3.394,0.925,0.106,-0.032,"none",0.562,52.357,620,"7/27/2021 10:58",10.97194444,0.0029,0.0826564,0.073,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-27,2302.27491042722,3169.7273384319,2302.27491042722
"100","40","A40-A30-F+","Alsen","A30","YES","A30","NO","3","2","2196368","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","40-1",37.52539,992.69342,30.69,0.0091,0.00031,816.77,152,219.33,0.814,109.471,-259.0888,4.456,25.95,-4.74,0.54,102.19,310.659,0.116,-1e-04,0.731,0.241,0.028,6.672,0.611,0.46,-0.072,"none",0.623,72.603,620,"7/29/2021 11:13",11.2225,-0.0039,0.0259089,0.034,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1685.65276957067,2737.09519084572,1685.65276957067
"101","40","A40-A30-F+","Alsen","A30","YES","A30","NO","3","2","2196360","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","40-2",37.60059,992.55804,30.59,0.0098,0.00033,758.93,155,234,0.796,101.641,60.793,4.493,26.47,-4.12,0.33,102.23,328.301,0.252,0.00035,0.692,0.246,0.062,5.006,0.639,0.377,-0.016,"none",0.576,60.146,620,"7/29/2021 11:15",11.26138889,0.0164,0.0212776,0.034,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1795.11930825122,2718.29020028443,1795.11930825122
"102","40","A40-A30-F+","Alsen","A30","YES","A30","NO","3","2","2196365","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","40-3",37.76953,992.67126,30.49,0.006,0.00037,758.4,144,212.33,0.81,167.791,156.0721,0.254,26.43,-4.06,0.31,102.32,315.788,0.144,0.00018,0.72,0.245,0.035,3.707,0.945,0.164,-0.109,"none",0.603,50.932,620,"7/29/2021 11:18",11.30055556,0.0064,0.028093,0.062,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1789.04854003426,2695.53867102882,1789.04854003426
"103","41","A41-B-/-F+","Alsen","NO","YES","POS","POS","3","2","2196371","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","41-1",37.67773,993.11304,30.52,0.0061,0.00038,814.86,158,244.33,0.806,163.446,1471.1489,0.591,25.95,-4.57,0.35,99.98,317.388,0.174,0.00019,0.7,0.255,0.044,4.222,0.896,0.213,-0.108,"none",0.562,63.846,620,"7/29/2021 11:21",11.35305556,7e-04,0.2795183,0.062,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1694.87222929703,2704.1314395291,1694.87222929703
"104","41","A41-B-/-F+","Alsen","NO","YES","POS","POS","3","2","2196390","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","41-3",37.43066,992.88525,30.55,0.0053,3e-04,701.94,128,189,0.818,189.11,-133.4299,1.299,26.47,-4.08,0.24,106.69,324.332,0.088,-5e-05,0.731,0.247,0.022,3.242,1.067,0.006,-0.074,"none",0.605,44.616,620,"7/29/2021 11:26",11.44166667,-0.0075,0.0066715,0.057,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1806.23065571697,2719.49328394988,1806.23065571697
"105","42","A42-Q16-F+","Alsen","Q16","YES","Q16","NO","3","2","2196393","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","42-1",37.21484,992.6947,30.66,0.0072,0.00044,797.94,170,245.67,0.787,139.604,-58.6605,3.22,26.25,-4.41,0.36,103.75,333.158,0.321,-3e-05,0.692,0.233,0.075,4.665,0.688,0.314,-0.002,"none",0.609,62.78,620,"7/29/2021 11:29",11.495,-0.017,0.0017598,0.061,"Briana K. Whitaker","52:00:13:65",NA,"NOTE - there was a dud plant  in this pot that shriveled, I pulled it out","1",2021-07-29,1761.36415135996,2746.01081036341,1761.36415135996
"106","42","A42-Q16-F+","Alsen","Q16","YES","Q16","NO","3","2","2196385","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","42-3",37.42871,992.33069,30.52,0.0057,3e-04,738.84,147,209.67,0.801,176.006,130.5759,2.752,26.89,-3.63,0.36,105.75,328.215,0.212,0.00019,0.716,0.234,0.05,5.138,0.807,0.313,-0.12,"none",0.627,51.694,620,"7/29/2021 11:34",11.56777778,0.0077,0.0248094,0.053,"Briana K. Whitaker","52:00:13:65",NA,"NOTE - there was a dud plant  in this pot that shriveled, I pulled it out","3",2021-07-29,1894.65145961361,2714.93629004356,1894.65145961361
"107","42","A42-Q16-F+","Alsen","Q16","YES","Q16","NO","3","2","2196381"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","42-4",37.58594,992.34595,30.56,0.009,0.00046,777.05,149,239,0.808,111.362,138.6211,4.562,26.75,-3.81,0.59,106.49,341.979,0.158,3e-04,0.692,0.266,0.042,5.335,0.589,0.382,0.029,"none",0.534,72.874,620,"7/29/2021 11:37",11.61777778,0.0072,0.0415863,0.051,"Briana K. Whitaker","52:00:13:65",NA,"NOTE - there was a dud plant  in this pot that shriveled, I pulled it out","4",2021-07-29,1855.38683668419,2714.28913485674,1855.38683668419
"108","43","A43-Y11-F+","Alsen","Y11","YES","Y11","NO","3","2","2196391","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","43-1",36.97852,992.03229,30.68,0.0055,0.00027,788.76,157,235.33,0.801,181.143,549.2431,1.933,26.53,-4.15,0.47,101.32,320.732,0.213,0.00023,0.702,0.246,0.052,4.977,0.643,0.395,-0.039,"none",0.584,64.7,620,"7/29/2021 11:41",11.69888889,0.0018,0.1263259,0.049,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1826.05867102763,2759.4842989418,1826.05867102763
"109","43","A43-Y11-F+","Alsen","Y11","YES","Y11","NO","3","2","2196382","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","43-2",36.18848,991.81329,30.72,0.0064,0.00025,745.56,148,225,0.801,155.621,725.6854,3.936,26.43,-4.29,0.27,103.87,330.687,0.209,0.00016,0.698,0.25,0.052,4.484,0.932,0.203,-0.135,"none",0.573,58.114,620,"7/29/2021 11:44",11.74027778,0.0014,0.1161097,0.039,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1836.8790621623,2800.44071344793,1836.8790621623
"110","43","A43-Y11-F+","Alsen","Y11","YES","Y11","NO","3","2","2196384","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","43-3",36.55273,992.08514,30.54,0.006,0.00041,705.81,140,216,0.802,165.724,-1774.6725,1.143,27.21,-3.33,0.31,98.19,314.411,0.207,0.00027,0.694,0.253,0.053,3.646,0.707,0.292,0.001,"none",0.561,53.189,620,"7/29/2021 11:47",11.79305556,-6e-04,-0.4791616,0.068,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1997.28164637119,2756.08165859304,1997.28164637119
"111","44","N44-B-/-F+","Norm","NO","YES","POS","POS","3","2","2196380"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","44-1",36.61523,992.63904,30.58,0.0073,0.00031,826.43,176,276.67,0.787,137.702,587.3581,5.113,25.67,-4.91,0.33,101.6,339.525,0.32,0.00025,0.665,0.254,0.081,5.597,0.582,0.478,-0.06,"none",0.538,82.718,620,"7/29/2021 11:51",11.85527778,0.0017,0.1468395,0.043,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1680.98495979204,2759.64394817262,1680.98495979204
"112","44","N44-B-/-F+","Norm","NO","YES","POS","POS","3","2","2196376"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","44-2",38.14062,993.21564,30.39,0.0058,0.00031,785.52,152,231.67,0.806,171.985,-54970.083,0.176,26.11,-4.28,0.46,102.14,321.951,0.171,0.00018,0.705,0.252,0.043,4.561,0.649,0.44,-0.089,"none",0.574,70.021,620,"7/29/2021 11:54",11.90138889,0,-9.8946149,0.053,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1718.52675821782,2664.24008053417,1718.52675821782
"113","44","N44-B-/-F+","Norm","NO","YES","POS","POS","3","2","2196383"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","44-3",37.53516,993.30798,30.38,0.0054,0.00034,822.43,165,256,0.799,183.489,4175.1663,0.588,26.01,-4.37,0.39,101.63,327.774,0.225,0.00012,0.689,0.254,0.057,4.542,0.749,0.332,-0.081,"none",0.555,72.419,620,"7/29/2021 11:56",11.93972222,2e-04,0.50102,0.062,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1725.79018996109,2688.78363443724,1725.79018996109
"114","45","A45-Q22-F+","Alsen","Q22","YES","Q22","NO","3","2","2196386","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","45-1",37.29297,993.14154,30.31,0.0084,0.00056,753.12,167,255,0.778,118.576,-53.1704,11.349,25.77,-4.54,0.27,100.87,339.102,0.39,0.00015,0.661,0.244,0.095,5.085,0.451,0.489,0.06,"none",0.557,61.816,620,"7/29/2021 12:00",12.00416667,-0.0188,-0.0079756,0.066,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1695.6583971389,2688.45608500201,1695.6583971389
"115","45","A45-Q22-F+","Alsen","Q22","YES","Q22","NO","3","2","2196392","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","45-3",37.43359,993.17828,30.29,0.0117,5e-04,725.6,151,252.67,0.792,85.732,76.1991,3.863,26.01,-4.28,0.25,96.95,330.424,0.282,0.00038,0.652,0.272,0.077,4.251,0.557,0.375,0.068,"none",0.492,60.67,620,"7/29/2021 12:02",12.04166667,0.0131,0.0289557,0.043,"Briana K. Whitaker","52:00:13:65",NA,"likely 45.3 (originally noted as 45.2)","3",2021-07-29,1738.41096097731,2679.36880744476,1738.41096097731
"116","45","A45-Q22-F+","Alsen","Q22","YES","Q22","NO","3","2","2196387","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","45-5",37.29395,993.35956,30.32,0.0071,4e-04,742.77,144,215.33,0.806,140.958,-551.9402,6.981,26.85,-3.47,0.28,109.53,342.83,0.174,-4e-05,0.71,0.247,0.043,4.01,0.879,0.201,-0.08,"none",0.589,54.701,620,"7/29/2021 12:06",12.10194444,-0.0018,0.0220776,0.056,"Briana K. Whitaker","52:00:13:65",NA,"","5",2021-07-29,1910.61010893018,2689.94784111506,1910.61010893018
"117","46","N46-Q16-F+","Norm","Q16","YES","Q16","NO","3","2","2196389"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","46-2",37.48438,993.2276,30.62,0.0096,0.00037,787.39,160,256.33,0.797,103.925,75.0063,0.931,27.07,-3.55,0.36,97.26,320.662,0.245,0.00031,0.674,0.262,0.064,4.419,0.59,0.406,0.004,"none",0.528,66.221,620,"7/29/2021 12:11",12.19527778,0.0133,0.023252,0.038,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1920.18402976631,2728.00633969278,1920.18402976631
"118","46","N46-Q16-F+","Norm","Q16","YES","Q16","NO","3","2","2196394"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","46-3",37.23926,993.1803,30.81,0.005,0.00033,792.67,158,243.67,0.801,198.87,-2006.8517,1.871,27.17,-3.64,0.42,93.98,301.363,0.215,0.00019,0.693,0.253,0.054,5.16,0.702,0.421,-0.123,"none",0.561,68.977,620,"7/29/2021 12:14",12.23972222,-5e-04,-0.3813018,0.066,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1934.06082786741,2768.45324646341,1934.06082786741
"119","46","N46-Q16-F+","Norm","Q16","YES","Q16","NO","3","2","2196377"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","46-5",36.73438,993.11127,31.02,0.0084,0.00027,778.28,164,230.33,0.789,118.607,-286.7919,4.357,27.21,-3.81,0.37,107.28,338.646,0.303,-0.00013,0.704,0.227,0.069,5.945,0.583,0.493,-0.076,"none",0.635,82.341,620,"7/29/2021 12:16",12.28111111,-0.0035,0.0372829,0.032,"Briana K. Whitaker","52:00:13:65",NA,"","5",2021-07-29,1945.25733702092,2824.19991683098,1945.25733702092
"120","47","A47-W14-F+","Alsen","W14","YES","W14","NO","3","2","2196378","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","47-1",36.17871,992.89874,31.2,0.0061,0.00038,716.35,139,204.33,0.806,162.853,-47472.2568,3.933,26.99,-4.21,0.25,100.65,312.834,0.175,2e-04,0.715,0.243,0.042,2.673,0.834,0.161,0.006,"none",0.603,46.98,620,"7/29/2021 12:20",12.3475,0,-9.4944514,0.062,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1907.7093997987,2878.23043912893,1907.7093997987
"121","47","A47-W14-F+","Alsen","W14","YES","W14","NO","3","2","2196379","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","47-2",35.90527,992.89392,31.34,0.0065,0.00032,775.43,147,224,0.81,153.812,155.5022,3.37,27.49,-3.85,0.35,102.1,319.101,0.142,0.00021,0.711,0.253,0.036,5.642,0.724,0.342,-0.067,"none",0.576,70.45,620,"7/29/2021 12:23",12.39194444,0.0064,0.0326555,0.049,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,2011.95687715965,2913.57077235845,2011.95687715965
"122","47","A47-W14-F+","Alsen","W14","YES","W14","NO","3","2","2196412","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","47-3",35.97949,993.35553,31.38,0.0053,0.00036,689.97,124,196.67,0.82,189.097,827.011,3.36,27.21,-4.17,0.22,103.25,320.904,0.069,0.00021,0.715,0.267,0.018,2.57,1.048,0.008,-0.056,"none",0.55,40.498,620,"7/29/2021 12:26",12.43527778,0.0012,0.1736723,0.068,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1945.85757267659,2916.79235161685,1945.85757267659
"123","48","N48-Q22-F+","Norm","Q22","YES","Q22","NO","3","2","2196339"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","48-2",36.79785,993.12872,30.34,0.0057,0.00037,846.71,173,263.33,0.796,174.541,455.2007,4.996,26.47,-3.87,0.31,96.74,312.023,0.253,0.00022,0.689,0.248,0.063,3.324,0.969,0.224,-0.193,"none",0.569,69.022,620,"7/29/2021 12:42",12.715,0.0022,0.1001442,0.065,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1852.75851455764,2714.32352341456,1852.75851455764
"124","48","N48-Q22-F+","Norm","Q22","YES","Q22","NO","3","2","2196349"," two leaves;   youngest fully extended leaf, 3rd ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","48-3",37.73633,993.06018,30.24,0.0074,0.00042,660.88,117,179.67,0.823,134.385,-41.7989,1.134,26.61,-3.63,0.6,90.08,274.966,0.05,-2e-05,0.728,0.259,0.013,2.798,0.675,0.072,0.253,"none",0.576,44.652,620,"7/29/2021 12:47",12.79361111,-0.0239,0.000836,0.056,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-29,1849.98881310124,2658.8082515075,1849.98881310124
"125","48","N48-Q22-F+","Norm","Q22","YES","Q22","NO","3","2","2196353"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","48-4",38.1123,992.78339,30.2,0.0043,0.00033,729.96,133,214.33,0.818,233.016,628.3839,3.146,27.17,-3.03,0.3,100.39,315.983,0.087,0.00018,0.706,0.27,0.024,3.345,0.915,0.162,-0.077,"none",0.536,53.163,620,"7/29/2021 12:50",12.84305556,0.0016,0.1131091,0.077,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-29,1952.95486302889,2636.72687627368,1952.95486302889
"126","49","A49-Y108-F+","Alsen","Y108","YES","Y108","NO","3","2","2196413","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","49-1",37.63672,992.84393,30.17,0.0069,0.00042,783.33,159,245,0.797,145.14,97.7199,3.23,26.39,-3.78,0.28,104.93,339.428,0.243,0.00019,0.687,0.252,0.061,5.695,0.619,0.407,-0.026,"none",0.56,64.661,620,"7/29/2021 12:54",12.91333333,0.0102,0.0185668,0.061,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-29,1816.24540724835,2652.44223025411,1816.24540724835
"127","49","A49-Y108-F+","Alsen","Y108","YES","Y108","NO","3","2","2196341","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","49-2",37.95605,992.84747,30.17,0.0065,0.00033,714.32,136,218,0.81,154.455,-2033.1919,3.599,26.67,-3.5,0.27,102.69,328.34,0.148,0.00018,0.695,0.266,0.039,4.93,0.592,0.464,-0.056,"none",0.535,61.37,620,"7/29/2021 12:57",12.96555556,-5e-04,-0.3659745,0.051,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-29,1859.26727786374,2638.86044979954,1859.26727786374
